Timestamp,Trial,Current Position,Intended Position,Correctness,Punishment
1745245981.1118076,13,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745245982.6346233,13,"(2, 1)","(1, 1)",Correct,No Punishment
1745245984.0914521,13,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745245985.63993,13,"(2, 1)","(2, 2)",Correct,No Punishment
1745245987.0782936,13,"(2, 2)","(2, 3)",Correct,No Punishment
1745245988.6052601,13,"(2, 3)","(1, 3)",Correct,No Punishment
1745245993.626262,14,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745245995.124613,14,"(2, 1)","(2, 2)",Correct,No Punishment
1745245996.5163467,14,"(2, 2)","(2, 3)",Correct,No Punishment
1745245998.091355,14,"(2, 3)","(1, 3)",Correct,No Punishment
1745246003.0476182,15,"(1, 1)","(1, 2)",Correct,No Punishment
1745246004.6366155,15,"(1, 2)","(1, 1)",Incorrect,No Punishment
1745246006.1216135,15,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246007.6312973,15,"(2, 1)","(2, 2)",Correct,No Punishment
1745246009.0326376,15,"(2, 2)","(1, 2)",Correct,No Punishment
1745246010.4786122,15,"(1, 2)","(2, 2)",Incorrect,No Punishment
1745246011.868375,15,"(2, 2)","(2, 3)",Correct,No Punishment
1745246013.4433446,15,"(2, 3)","(1, 3)",Correct,No Punishment
1745246018.4232247,16,"(1, 1)","(1, 2)",Correct,No Punishment
1745246019.773615,16,"(1, 2)","(2, 2)",Incorrect,No Punishment
1745246021.1636121,16,"(2, 2)","(1, 2)",Correct,No Punishment
1745246022.634614,16,"(1, 2)","(1, 3)",Correct,No Punishment
1745246027.536609,17,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246028.9456143,17,"(2, 1)","(3, 1)",Incorrect,Punishment
1745246030.2966151,17,"(3, 1)","(2, 1)",Correct,No Punishment
1745246031.9116147,17,"(2, 1)","(2, 2)",Correct,No Punishment
1745246033.2646081,17,"(2, 2)","(3, 2)",Incorrect,No Punishment
1745246034.6716125,17,"(3, 2)","(3, 3)",Correct,No Punishment
1745246036.1326132,17,"(3, 3)","(2, 3)",Correct,No Punishment
1745246037.7096212,17,"(2, 3)","(1, 3)",Correct,No Punishment
1745246042.626613,18,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246044.0566216,18,"(2, 1)","(1, 1)",Correct,No Punishment
1745246045.5146127,18,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246047.0852003,18,"(2, 1)","(2, 2)",Correct,No Punishment
1745246048.5866182,18,"(2, 2)","(2, 1)",Incorrect,No Punishment
1745246050.1578002,18,"(2, 1)","(2, 2)",Correct,No Punishment
1745246051.5462573,18,"(2, 2)","(2, 3)",Correct,No Punishment
1745246053.0343482,18,"(2, 3)","(1, 3)",Correct,No Punishment
1745246057.9682848,19,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246059.4387267,19,"(2, 1)","(3, 1)",Incorrect,Punishment
1745246060.9976149,19,"(3, 1)","(3, 2)",Correct,No Punishment
1745246062.2952676,19,"(3, 2)","(2, 2)",Correct,No Punishment
1745246063.6883192,19,"(2, 2)","(2, 3)",Correct,No Punishment
1745246065.1952858,19,"(2, 3)","(2, 2)",Incorrect,No Punishment
1745246066.5941963,19,"(2, 2)","(2, 3)",Correct,No Punishment
1745246068.0746439,19,"(2, 3)","(1, 3)",Correct,No Punishment
1745246073.0426433,20,"(1, 1)","(1, 2)",Correct,No Punishment
1745246074.5132594,20,"(1, 2)","(1, 1)",Incorrect,No Punishment
1745246076.0361564,20,"(1, 1)","(1, 2)",Correct,No Punishment
1745246077.4976156,20,"(1, 2)","(1, 3)",Correct,No Punishment
1745246082.3866172,21,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246083.9486163,21,"(2, 1)","(2, 2)",Correct,No Punishment
1745246085.344617,21,"(2, 2)","(2, 3)",Correct,No Punishment
1745246086.9606159,21,"(2, 3)","(1, 3)",Correct,No Punishment
1745246091.930684,22,"(1, 1)","(1, 2)",Correct,No Punishment
1745246093.4146118,22,"(1, 2)","(1, 3)",Correct,No Punishment
1745246098.34961,23,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246099.8116124,23,"(2, 1)","(1, 1)",Correct,No Punishment
1745246101.3416135,23,"(1, 1)","(1, 2)",Correct,No Punishment
1745246102.797618,23,"(1, 2)","(1, 1)",Incorrect,No Punishment
1745246104.3046136,23,"(1, 1)","(1, 2)",Correct,No Punishment
1745246105.7666092,23,"(1, 2)","(1, 3)",Correct,No Punishment
1745246110.7356143,24,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246112.106654,24,"(2, 1)","(3, 1)",Incorrect,Punishment
1745246113.652615,24,"(3, 1)","(3, 2)",Correct,No Punishment
1745246115.0887728,24,"(3, 2)","(3, 3)",Correct,No Punishment
1745246116.531636,24,"(3, 3)","(2, 3)",Correct,No Punishment
1745246118.1116524,24,"(2, 3)","(1, 3)",Correct,No Punishment
1745246123.1076434,25,"(1, 1)","(1, 2)",Correct,No Punishment
1745246124.4476707,25,"(1, 2)","(2, 2)",Incorrect,No Punishment
1745246125.7886357,25,"(2, 2)","(1, 2)",Correct,No Punishment
1745246127.2926242,25,"(1, 2)","(1, 3)",Correct,No Punishment
1745246132.1756606,26,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246133.6076229,26,"(2, 1)","(1, 1)",Correct,No Punishment
1745246135.16668,26,"(1, 1)","(1, 2)",Correct,No Punishment
1745246136.6006584,26,"(1, 2)","(2, 2)",Incorrect,No Punishment
1745246138.0800674,26,"(2, 2)","(2, 3)",Correct,No Punishment
1745246139.641679,26,"(2, 3)","(1, 3)",Correct,No Punishment
1745246144.532668,27,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246146.0176194,27,"(2, 1)","(1, 1)",Correct,No Punishment
1745246147.5406759,27,"(1, 1)","(1, 2)",Correct,No Punishment
1745246149.0196614,27,"(1, 2)","(1, 3)",Correct,No Punishment
1745246153.9346764,28,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246155.1336527,28,"(2, 1)","(1, 1)",Correct,No Punishment
1745246156.64365,28,"(1, 1)","(1, 2)",Correct,No Punishment
1745246157.9766169,28,"(1, 2)","(2, 2)",Incorrect,No Punishment
1745246159.4196887,28,"(2, 2)","(2, 3)",Correct,No Punishment
1745246160.9046874,28,"(2, 3)","(1, 3)",Correct,No Punishment
1745246165.8326213,29,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246167.2656882,29,"(2, 1)","(1, 1)",Correct,No Punishment
1745246168.4566402,29,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246170.0416317,29,"(2, 1)","(2, 2)",Correct,No Punishment
1745246171.4936874,29,"(2, 2)","(2, 3)",Correct,No Punishment
1745246173.083657,29,"(2, 3)","(1, 3)",Correct,No Punishment
1745246177.9666722,30,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246179.3996687,30,"(2, 1)","(1, 1)",Correct,No Punishment
1745246180.8386545,30,"(1, 1)","(2, 1)",Incorrect,No Punishment
1745246182.3046606,30,"(2, 1)","(3, 1)",Incorrect,Punishment
1745246183.8466206,30,"(3, 1)","(3, 2)",Correct,No Punishment
1745246185.3166769,30,"(3, 2)","(3, 3)",Correct,No Punishment
1745246186.757658,30,"(3, 3)","(2, 3)",Correct,No Punishment
1745246188.328678,30,"(2, 3)","(1, 3)",Correct,No Punishment
